6;10;1 
5;10;1 
6;10;1 
5;10;1 
6;10;1 
5;10;1 
5;10;1 
5;10;1 
6;10;1 
6;10;1 
6;10;1 
5;10;1 
6;10;1 
6;10;1 
6;10;1 
6;10;1 
6;10;1 
5;10;1 
20;10;1 
6;10;1 
5;10;1 
5;10;1 
6;10;1 
6;10;1 
53;10;1 
6;10;1 
5;10;1 
6;10;1 
6;10;1 
5;10;1 
1082;10;16 
3626;10;16 
1490;10;16 
1126;10;16 
1033;10;16 
874;10;16 
1057;10;16 
1143;10;16 
2772;10;16 
1545;10;16 
3051;10;16 
3936;10;16 
4753;10;16 
886;10;16 
1908;10;16 
3026;10;16 
1065;10;16 
909;10;16 
1189;10;16 
1221;10;16 
1002;10;16 
870;10;16 
874;10;16 
1580;10;16 
5234;10;16 
3284;10;16 
2057;10;16 
1944;10;16 
2311;10;16 
977;10;16 
3995;10;2 
2881;10;2 
2997;10;2 
1937;10;2 
1294;10;2 
801;10;2 
6773;10;2 
1280;10;2 
2669;10;2 
86;10;2 
62;10;2 
63;10;2 
1109;10;2 
52;10;2 
4510;10;2 
54;10;2 
2536;10;2 
2443;10;2 
3009;10;2 
1982;10;2 
5973;10;2 
64;10;2 
61;10;2 
57;10;2 
7247;10;2 
69;10;2 
461;10;2 
2531;10;2 
1838;10;2 
406;10;2 
13504;10;20 
828;10;20 
3208;10;20 
2045;10;20 
1397;10;20 
1119;10;20 
2158;10;20 
3142;10;20 
1954;10;20 
2858;10;20 
3458;10;20 
2486;10;20 
1019;10;20 
1323;10;20 
1909;10;20 
1554;10;20 
1163;10;20 
1132;10;20 
3543;10;20 
2628;10;20 
1514;10;20 
2261;10;20 
1577;10;20 
3045;10;20 
927;10;20 
1501;10;20 
1736;10;20 
1275;10;20 
1599;10;20 
1970;10;20 
1257;10;4 
219;10;4 
204;10;4 
230;10;4 
179;10;4 
212;10;4 
216;10;4 
179;10;4 
1458;10;4 
3017;10;4 
857;10;4 
403;10;4 
1092;10;4 
1016;10;4 
1657;10;4 
2899;10;4 
1074;10;4 
918;10;4 
362;10;4 
209;10;4 
1811;10;4 
3099;10;4 
2990;10;4 
1753;10;4 
2850;10;4 
2908;10;4 
211;10;4 
838;10;4 
2503;10;4 
155;10;4 
437;10;8 
617;10;8 
2367;10;8 
496;10;8 
4904;10;8 
718;10;8 
6455;10;8 
4587;10;8 
3253;10;8 
2297;10;8 
2565;10;8 
1036;10;8 
2324;10;8 
443;10;8 
499;10;8 
817;10;8 
833;10;8 
2272;10;8 
1414;10;8 
1166;10;8 
2134;10;8 
680;10;8 
3089;10;8 
470;10;8 
4258;10;8 
2654;10;8 
513;10;8 
3593;10;8 
1372;10;8 
1668;10;8 
918446;1000;1 
934210;1000;1 
944122;1000;1 
919337;1000;1 
917625;1000;1 
917906;1000;1 
914352;1000;1 
952650;1000;1 
917311;1000;1 
925500;1000;1 
915570;1000;1 
916997;1000;1 
917828;1000;1 
970960;1000;1 
920836;1000;1 
917061;1000;1 
917257;1000;1 
915212;1000;1 
921729;1000;1 
948496;1000;1 
962909;1000;1 
914946;1000;1 
920790;1000;1 
941711;1000;1 
923851;1000;1 
930783;1000;1 
915699;1000;1 
918715;1000;1 
917086;1000;1 
921656;1000;1 
581459;1000;16 
535074;1000;16 
534563;1000;16 
504416;1000;16 
502193;1000;16 
503125;1000;16 
499816;1000;16 
511604;1000;16 
536225;1000;16 
544879;1000;16 
579368;1000;16 
588663;1000;16 
515193;1000;16 
496079;1000;16 
481571;1000;16 
494595;1000;16 
503896;1000;16 
515377;1000;16 
516873;1000;16 
498494;1000;16 
578864;1000;16 
531037;1000;16 
488380;1000;16 
497720;1000;16 
487841;1000;16 
508277;1000;16 
492117;1000;16 
509070;1000;16 
497907;1000;16 
646684;1000;16 
490887;1000;2 
690300;1000;2 
514929;1000;2 
501887;1000;2 
489009;1000;2 
518087;1000;2 
511353;1000;2 
600347;1000;2 
513212;1000;2 
495346;1000;2 
596371;1000;2 
538134;1000;2 
530151;1000;2 
509839;1000;2 
496256;1000;2 
490401;1000;2 
522183;1000;2 
534594;1000;2 
489239;1000;2 
588061;1000;2 
522036;1000;2 
596797;1000;2 
474690;1000;2 
490203;1000;2 
517822;1000;2 
511318;1000;2 
631050;1000;2 
507591;1000;2 
557613;1000;2 
518563;1000;2 
541038;1000;20 
604849;1000;20 
494311;1000;20 
510598;1000;20 
479623;1000;20 
495096;1000;20 
509162;1000;20 
515997;1000;20 
486823;1000;20 
527859;1000;20 
506181;1000;20 
533769;1000;20 
541230;1000;20 
482480;1000;20 
502173;1000;20 
520228;1000;20 
489749;1000;20 
498418;1000;20 
644954;1000;20 
494950;1000;20 
487047;1000;20 
534910;1000;20 
547582;1000;20 
511649;1000;20 
504191;1000;20 
501964;1000;20 
496245;1000;20 
516684;1000;20 
509960;1000;20 
488284;1000;20 
539609;1000;4 
568749;1000;4 
516149;1000;4 
482467;1000;4 
494623;1000;4 
533038;1000;4 
517477;1000;4 
514736;1000;4 
533538;1000;4 
519667;1000;4 
519483;1000;4 
549654;1000;4 
512455;1000;4 
528142;1000;4 
582037;1000;4 
539208;1000;4 
504505;1000;4 
626613;1000;4 
521980;1000;4 
501663;1000;4 
541579;1000;4 
627134;1000;4 
499755;1000;4 
528410;1000;4 
528103;1000;4 
684364;1000;4 
519757;1000;4 
732343;1000;4 
526326;1000;4 
517138;1000;4 
583213;1000;8 
571687;1000;8 
646744;1000;8 
499579;1000;8 
526207;1000;8 
521842;1000;8 
515321;1000;8 
481097;1000;8 
486000;1000;8 
515310;1000;8 
593027;1000;8 
488891;1000;8 
517540;1000;8 
558795;1000;8 
523728;1000;8 
500793;1000;8 
486667;1000;8 
499982;1000;8 
504325;1000;8 
486684;1000;8 
565223;1000;8 
677968;1000;8 
562358;1000;8 
499144;1000;8 
488929;1000;8 
516637;1000;8 
515595;1000;8 
483083;1000;8 
490085;1000;8 
528482;1000;8 
3;2;1 
3;2;1 
3;2;1 
2;2;1 
2;2;1 
3;2;1 
3;2;1 
2;2;1 
3;2;1 
2;2;1 
3;2;1 
3;2;1 
2;2;1 
6;2;1 
2;2;1 
2;2;1 
3;2;1 
2;2;1 
3;2;1 
3;2;1 
2;2;1 
2;2;1 
2;2;1 
2;2;1 
2;2;1 
2;2;1 
2;2;1 
2;2;1 
2;2;1 
4;2;1 
1336;2;16 
2867;2;16 
1650;2;16 
3531;2;16 
945;2;16 
2325;2;16 
2736;2;16 
1615;2;16 
1023;2;16 
1131;2;16 
883;2;16 
2786;2;16 
1205;2;16 
1207;2;16 
1154;2;16 
1252;2;16 
1918;2;16 
1011;2;16 
1189;2;16 
3702;2;16 
3663;2;16 
3938;2;16 
2719;2;16 
1578;2;16 
2080;2;16 
935;2;16 
1782;2;16 
995;2;16 
2540;2;16 
664;2;16 
2515;2;2 
68;2;2 
1769;2;2 
1066;2;2 
295;2;2 
61;2;2 
2053;2;2 
141;2;2 
3688;2;2 
1119;2;2 
2715;2;2 
3708;2;2 
1986;2;2 
923;2;2 
2943;2;2 
904;2;2 
2263;2;2 
1110;2;2 
4161;2;2 
4623;2;2 
939;2;2 
2960;2;2 
5061;2;2 
9651;2;2 
6240;2;2 
1303;2;2 
6733;2;2 
2045;2;2 
1530;2;2 
3652;2;2 
1241;2;20 
1253;2;20 
1572;2;20 
1249;2;20 
1785;2;20 
1213;2;20 
1642;2;20 
1215;2;20 
1306;2;20 
1385;2;20 
1300;2;20 
3686;2;20 
2099;2;20 
2750;2;20 
2949;2;20 
6083;2;20 
1212;2;20 
1446;2;20 
2717;2;20 
1107;2;20 
1399;2;20 
1040;2;20 
1174;2;20 
1181;2;20 
1087;2;20 
1225;2;20 
1227;2;20 
1127;2;20 
1277;2;20 
1136;2;20 
